st_name,st_distance,st_right_ascension,st_declination,st_spectral_type,st_solar_radii,st_mass,st_luminosity,st_effective_temp,pl_discovery_method,pl_orbital_period,pl_orbital_sm_axis,pl_orbital_eccentricity,pl_orbital_inclination,pl_jupiter_mass,pl_earth_mass,pl_earth_mass_sini,pl_jupiter_radii,pl_earth_radii,pl_density,pl_equilibrium_temp
Kepler-97,,287.326624,48.673431,,0.98,0.94,,5779,Radial Velocity,789,,,,1.08,344,,,,,
Kepler-970,350,289.62523,40.708726,,0.67,0.7,,4511,Transit,16.73652231,,,,,,,0.247,2.77,,
Kepler-971,345,284.094587,41.182821,,0.85,0.88,,5431,Transit,9.59070716,,,,,,,0.19,2.13,,
Kepler-972,1304,295.828703,43.425495,,1.22,1.15,,6146,Transit,7.03932553,,,,,,,0.415,4.65,,
Kepler-973,297,290.165258,49.923862,,0.78,0.86,,5213,Transit,49.6077331,,,,,,,0.175,1.96,,
Kepler-974,121,285.013102,40.220753,,0.5,0.52,,3687,Transit,4.19449651,,,,,,,0.14,1.57,,
Kepler-975,404,290.54855,38.495275,,0.75,0.8,,4897,Transit,1.97034246,,,,,,,0.132,1.48,,
Kepler-976,1020,289.869641,46.729706,,0.83,0.87,,5232,Transit,105.9564148,,,,,,,0.353,3.96,,
Kepler-977,664,291.51621,42.248196,,0.83,0.87,,5315,Transit,26.85328322,,,,,,,0.234,2.62,,
Kepler-978,624,286.710723,43.043453,,1.09,1.07,,6002,Transit,49.6221509,,,,,,,0.267,2.99,,
Kepler-979,606,300.371281,46.408276,,0.83,0.87,,5310,Transit,8.0880135,,,,,,,0.243,2.72,,
Kepler-98,,285.661662,37.964506,,1.11,0.99,,5539,Transit,1.54168,,,,0.011,3.55,,0.178,1.99,2.18,
Kepler-980,804,294.613008,45.060169,,1.06,1.05,,5935,Transit,11.55102504,,,,,,,0.238,2.67,,
Kepler-981,913,289.248907,47.650101,,0.96,0.98,,5718,Transit,4.46975774,,,,,,,0.206,2.31,,
Kepler-982,702,288.41768,46.590427,,1.29,1.16,,6139,Transit,15.7738221,,,,,,,0.201,2.25,,
Kepler-983,655,285.10406,45.008167,,1.08,1.13,,6052,Transit,60.0855082,,,,,,,0.211,2.36,,
Kepler-984,461,296.958868,46.394127,,0.93,0.96,,5610,Transit,43.0342272,,,,,,,0.189,2.12,,
Kepler-985,741,290.144308,44.049953,,0.85,0.91,,5434,Transit,116.331901,,,,,,,0.266,2.98,,
Kepler-986,563,293.094007,42.896431,,0.98,0.96,,5642,Transit,56.4349938,,,,,,,0.211,2.36,,
Kepler-987,936,289.41107,46.130848,,0.91,0.97,,5637,Transit,105.3033148,,,,,,,0.291,3.26,,
Kepler-988,248,290.708386,42.237251,,0.53,0.55,,4005,Transit,17.76080053,,,,,,,0.185,2.07,,
Kepler-989,484,281.582909,47.233631,,0.78,0.82,,5074,Transit,7.96431535,,,,,,,0.197,2.21,,
Kepler-99,,297.354004,41.300049,,0.73,0.79,,4782,Transit,4.60358,,,,0.019,6.15,,0.132,1.48,10.9,
Kepler-990,933,297.938209,46.881393,,1.08,1.05,,5948,Transit,9.91723428,,,,,,,0.232,2.6,,
Kepler-990,933,297.938209,46.881393,,1.08,1.05,,5948,Transit,0.53835431,,,,,,,0.136,1.53,,
Kepler-991,370,297.090655,49.626572,,0.61,0.64,,4392,Transit,82.5342519,,,,,,,0.227,2.54,,
Kepler-992,268,284.43028,47.641785,,0.74,0.8,,4944,Transit,20.16034462,,,,,,,0.145,1.62,,
Kepler-993,298,292.614101,44.394661,,0.54,0.57,,3843,Transit,22.08557563,,,,,,,0.265,2.97,,
Kepler-994,170,289.072225,47.40707,,0.54,0.56,,3934,Transit,1.15116651,,,,,,,0.143,1.6,,
Kepler-995,659,284.615727,39.131038,,0.8,0.83,,5206,Transit,28.26731672,,,,,,,0.241,2.7,,
Kepler-996,1098,291.912789,41.533611,,1.14,1.09,,6014,Transit,3.77059058,,,,,,,0.177,1.98,,
Kepler-997,470,289.233369,49.938934,,1.56,1.22,,6150,Transit,2.70730672,,,,,,,0.121,1.36,,
Kepler-998,996,296.754151,49.208744,,1.18,1.12,,6058,Transit,5.65377733,,,,,,,0.207,2.32,,
Kepler-999,568,299.660466,46.198418,,1.65,1.29,,6237,Transit,5.99185702,,,,,,,0.209,2.34,,
LkCa 15,,69.824148,22.350967,,,,,,Imaging,,14.7,,50,,,,,,,
LkCa 15,,69.824148,22.350967,,,,,,Imaging,,18.6,,50,,,,,,,
Lupus-TR-3,2000,232.577571,-42.979908,,0.82,0.87,,5000,Transit,3.91405,0.0464,0,88.3,0.81,257.431,,0.89,9.976,1.4,
MOA 2007-BLG-192L,1000,272.015825,-27.150075,,,0.06,,,Microlensing,,0.62,,,0.01,3.3,,,,,
MOA 2007-BLG-400L,5800,272.424917,-29.224153,,,0.3,,,Microlensing,,0.72,,,0.83,263.79,,,,,103
MOA 2008-BLG-310L,6000,268.560542,-34.778053,,,0.67,,,Microlensing,,1.25,,,0.23,74,,,,,
MOA 2008-BLG-379L,3300,269.706,-30.196931,K,,0.56,,,Microlensing,,3.3,,,4.1,1303,,,,,
MOA 2009-BLG-266L,3040,267.008125,-35.005411,,,0.56,,,Microlensing,2774,3.2,,,0.033,10.4,,,,,
MOA 2009-BLG-319L,6100,271.742208,-26.819692,,,0.38,,,Microlensing,,2.4,,,0.16,50,,,,,
MOA 2009-BLG-387L,5690,268.461625,-33.990333,,,0.19,,,Microlensing,1982,1.82,,52,2.56,813.6448,,,,,
MOA 2010-BLG-073L,2800,272.547258,-26.522932,,,0.16,,,Microlensing,,1.21,,,11,3496,,,,,
MOA 2010-BLG-328L,810,269.496333,-30.715175,,,0.11,,,Microlensing,,0.92,,,0.02895,9.2,,,,,
MOA 2010-BLG-353L,6430,271.303917,-27.293233,,,0.18,,,Microlensing,,1.72,,,0.27,85.8141,,,,,
MOA 2010-BLG-477L,2300,271.531006,-31.454477,,,0.67,,5950,Microlensing,,2,,,1.5,476.7,,,,,
MOA 2011-BLG-028L,7380,270.854,-29.213417,,,0.75,,,Microlensing,,4.14,,,0.09439,30,,,,,
MOA 2011-BLG-262L,7000,270.097833,-31.245258,,,0.12,,,Microlensing,,0.84,,,0.05663,18,,,,,
MOA 2011-BLG-293L,7720,268.913958,-28.476847,,,0.86,,,Microlensing,,1.1,,,4.8,1525.5,,,,,
MOA 2011-BLG-322L,7560,271.223333,-27.220944,,,0.39,,,Microlensing,,4.3,,,11.6,3686.7,,,,,
MOA 2013-BLG-605L,,269.678542,-29.398239,,,0.03,,,Microlensing,,0.94,,,0.01007,3.2,,,,,
MOA-bin-1L,5100,261.7925,-29.793972,,,0.75,,,Microlensing,,8.3,,,3.7,1175.9,,,,,
NGC 2682 Sand 364,,132.48676,11.692484,K3 III,21.8,1.35,,4284,Radial Velocity,121.71,,0.35,,1.54,,489.44,,,,
NGC 2682 YBP 1194,,132.753364,11.814655,G5 V,,1.01,,5780,Radial Velocity,6.959,,0.3,,0.32,,101.7056,,,,
NGC 2682 YBP 1514,,132.753193,11.88653,G5 V,,0.96,,5725,Radial Velocity,5.118,,0.28,,0.4,,127.132,,,,
NGC 2682 YBP 401,,132.82936,11.67102,F9 V,,1.14,,6165,Radial Velocity,4.087,,0.15,,0.46,,146.2018,,,,
NGC 4349 127,2200,186.147811,-61.820004,,,3.9,,,Radial Velocity,677.8,2.38,0.19,,19.8,,6293.034,,,,
NN Ser,500,238.233879,12.912411,WD,,0.54,,57000,Eclipse Timing Variations,5573.55,5.35,0.08,,7.33,2329.6,,,,,
NN Ser,500,238.233879,12.912411,WD,,0.54,,57000,Eclipse Timing Variations,2883.5,3.43,0.19,,2.3,731,,,,,
NY Vir,,204.700622,-2.030315,,,,,,Eclipse Timing Variations,2985.7,,0.44,,2.78,,883.53,,,,
OGLE 2003-BLG-235L,5800,271.318125,-28.895,K V,,0.63,,,Microlensing,,4.3,,,2.6,826.358,,,,,
OGLE 2005-BLG-169L,4100,271.522167,-30.732639,K5,,0.69,,,Microlensing,,3.5,,,0.04436,14.1,,,,,
OGLE 2005-BLG-390L,6600,268.579958,-30.377306,,,0.22,,,Microlensing,3285,2.6,,,0.017,5.5,,,,,50
OGLE 2005-BLG-71L,3200,267.540708,-34.673194,,,0.46,,,Microlensing,,3.6,,,3.8,1207.7,,,,,55
OGLE 2006-BLG-109L,1510,268.143792,-30.087778,,,0.51,,,Microlensing,1788.5,2.3,,,0.73,231,,,,,
OGLE 2006-BLG-109L,1510,268.143792,-30.087778,,,0.51,,,Microlensing,4927.5,4.5,0.15,64,0.27,86,,,,,
OGLE 2007-BLG-349L A,2760,271.351807,-26.421944,M,,0.41,,,Microlensing,2557,2.59,,,0.25171,80,,,,,
OGLE 2007-BLG-368L,5900,269.108167,-32.237417,,,0.64,,,Microlensing,,3.3,,,0.06,20,,,,,
OGLE 2008-BLG-355L,6800,269.786708,-30.759472,,,0.37,,,Microlensing,,1.7,,,4.6,1462,,,,,
OGLE 2008-BLG-92L,8100,266.872583,-34.726556,,,0.71,,,Microlensing,,18,,,0.18,56.6,,,,,
OGLE 2011-BLG-251L,2570,264.559083,-27.136139,M,,0.26,,,Microlensing,,2.72,,,0.53,168.44,,,,,
OGLE 2011-BLG-265L,4380,269.448833,-27.394528,,,0.21,,,Microlensing,,1.89,,,0.88,279.68,,,,,
OGLE 2012-BLG-0563L,1300,271.4905,-27.712,,,0.34,,,Microlensing,,0.9,,,0.39,123,,,,,
OGLE 2012-BLG-0724L,6700,268.968292,-29.818528,M V,,0.29,,,Microlensing,,1.6,,,0.47,149.3801,,,,,
OGLE 2012-BLG-26L,4019,263.577917,-27.14275,G5 V,,1.06,,,Microlensing,,4,,,0.145,46.08535,,,,,
OGLE 2012-BLG-26L,4019,263.577917,-27.14275,G5 V,,1.06,,,Microlensing,,4.8,,,0.86,273.3338,,,,,
OGLE 2012-BLG-358L,1760,265.694875,-24.261,,,0.02,,,Microlensing,,0.87,,,1.85,587.96,,,,,
OGLE 2012-BLG-406L,4970,268.325708,-30.471167,,,0.44,,,Microlensing,,3.45,,,2.73,867.64,,,,,
OGLE 2013-BLG-102L,3040,268.0295,-31.690583,,,0.1,,,Microlensing,,0.8,,,12.569,3994.486,,,,,
OGLE 2013-BLG-341L B,1161,268.031208,-29.846111,,,0.15,,,Microlensing,,0.883,,,0.0073,2.32,,,,,
OGLE 2014-BLG-0676L,2220,268.102081,-30.548389,,,0.62,,,Microlensing,,4.4,,,3.09,982.0947,,,,,
OGLE 2014-BLG-124L,4100,270.621708,-28.39625,,,0.71,,,Microlensing,,3.11,,,0.51,162.09,,,,,
OGLE 2015-BLG-0051L,8200,269.662537,-28.031694,,,0.1,,,Microlensing,,0.73,,,0.72,228.8376,,,,,
OGLE 2015-BLG-0954L,600,270.184333,-28.660889,,,0.33,,,Microlensing,,1.2,,,3.9,1239.537,,,,,
OGLE 2015-BLG-0966L,2500,268.75425,-29.047111,,,0.38,,,Microlensing,,2.1,,,0.06607,21,,,,,
OGLE-2012-BLG-0950L,3000,272.019257,-29.731583,M V,,0.56,,,Microlensing,,2.7,,,0.11012,35,,,,,
OGLE-2014-BLG-1760,6860,269.408997,-28.963158,,,0.51,,,Microlensing,,1.75,,,0.56,177.9848,,,,,
OGLE-TR-056,,269.147958,-29.539222,F8 V,1.36,1.23,0.35,6050,Transit,1.2119189,0.02383,,77.6,1.39,441.77,,1.363,15.278,0.68,2212
OGLE-TR-10,,267.867708,-29.876361,G2 V,1.17,1.14,0.188,5950,Transit,3.101278,0.0434,,90,0.62,197.046,,1.25,14.011,0.4,
OGLE-TR-111,,163.324625,-61.405639,K2 V,0.83,0.85,-0.397,5040,Transit,4.0144463,0.0473,,88.3,,,,1.019,11.422,,
OGLE-TR-113,600,163.101667,-61.446806,K4 V,0.77,0.78,-0.529,4790,Transit,1.4324752,0.02289,,87.8,1.26,400.449,,1.093,12.251,1.2,
OGLE-TR-132,2500,162.644667,-61.957194,F5 V,1.32,1.3,0.371,6210,Transit,1.689868,0.03035,,83.4,1.18,375.02,,1.2,13.45,0.85,2013
OGLE-TR-182,,167.327963,-61.095257,,1.14,1.14,,5924,Transit,3.9791,0.051,0,85.7,1.01,320.995,,1.13,12.666,,
OGLE-TR-211,,160.059951,-62.455601,,1.64,1.33,,6325,Transit,3.67724,0.051,0,87.2,1.03,327.351,,1.36,15.244,,
OGLE2-TR-L9,,166.979921,-61.146263,,1.53,1.52,,6933,Transit,2.4855335,0.0308,,79.8,4.5,1430.175,,1.61,18.046,,
Oph 11,125,245.605058,-24.087208,M9,,0.02,-2.77,2375,Imaging,7300000,243,,,14,4449.62,,,,,2175
PH1,1000,298.215108,39.955104,F,1.73,1.53,,6407,Transit,138.317,0.652,0.0702,90.05,0.531,169,,0.551,6.18,,481
PH2,,289.76359,51.962601,,1,0.94,-0.102,5629,Transit,282.5255,0.828,0.41,89.83,,,,0.903,10.12,,281
POTS-1,1200,203.608877,-66.581116,K5 V,0.59,0.69,,4400,Transit,3.1606296,0.03734,,88.06,2.31,734.16,,0.941,10.548,,
PSR B1257+12,600,195.014903,12.682353,,,,,,Pulsar Timing,25.262,0.19,0,,0.00006,0.02,,,,,
PSR B1257+12,600,195.014903,12.682353,,,,,,Pulsar Timing,66.5419,0.36,0.0186,,0.01353,4.3,,,,,
PSR B1257+12,600,195.014903,12.682353,,,,,,Pulsar Timing,98.2114,0.46,,,0.01227,3.9,,,,,
PSR B1620-26,,245.909262,-26.531594,,,1.35,,,Pulsar Timing,,23,,,2.5,794.575,,,,,
PSR J1719-1438,1200,259.791971,-14.6336,,0.04,1.4,,4500,Pulsar Timing,0.09070629,0.0044,0.06,,1.2,382.8,,,,23,
Pr0201,,130.432596,20.226891,,1.17,1.23,,6174,Radial Velocity,4.4264,,0,,0.54,,171.6282,,,,
Pr0211,,130.547882,19.277044,,0.83,0.94,,5300,Radial Velocity,2.1461,0.03176,0.011,,1.88,,597.5204,,,,
Pr0211,,130.547882,19.277044,,0.83,0.94,,5300,Radial Velocity,4850,5.5,0.71,,7.79,,2475.8957,,,,
Proxima Cen,1.29,217.428955,-62.679485,M5.5 V,0.14,0.12,-2.81,3050,Radial Velocity,11.186,0.0485,0.35,,0.004,,1.27,,,,234
Qatar-1,,303.381672,65.162041,,0.8,0.84,-0.438,5013,Transit,1.4200242,0.02332,0,84.08,1.294,411.27202,409.04721,1.143,12.812,1.076,1418
Qatar-2,,207.655866,-6.804028,,0.78,0.74,,4645,Transit,1.33711647,0.02153,0,86.12,2.494,792.635,,1.254,14.056,1.573,1344
ROXs 12,120,246.615609,-25.456865,M0,,0.87,,3850,Imaging,,210,,,16,5085,,,,,
ROXs 42 B,135,247.812567,-24.545471,M0,,1,,,Imaging,,157,,,9,2860,,,,,1975
RR Cae,,65.273181,-48.651976,M,,0.44,,,Eclipse Timing Variations,4343.5,5.3,0,17.6,4.2,,1334.886,,,,
Ross 458,11.43,195.194092,12.375724,M0.5,,,,,Imaging,,1168,,,6.28536,1997.59,,1.22,13.675,,
SR 12 AB,,246.8313,-24.694553,,,,,,Imaging,,,,,13,4131.62,,,,,
SWEEPS-11,8500,269.758333,-29.198194,,1.45,1.1,,,Transit,1.796,0.03,,,9.7,3082.82,,1.13,12.666,,
SWEEPS-4,8500,269.724667,-29.189056,,1.18,1.24,,,Transit,4.2,0.055,,,3.8,1207.7,,0.81,9.079,,
TRAPPIST-1,12.1,346.622013,-5.041274,,0.12,0.08,-3.28,2550,Transit,1.510848,0.01111,0,89.41,,,,0.099,1.113,,400
TRAPPIST-1,12.1,346.622013,-5.041274,,0.12,0.08,-3.28,2550,Transit,2.421848,0.01522,0,89.5,,,,0.094,1.049,,342
TRAPPIST-1,12.1,346.622013,-5.041274,,0.12,0.08,-3.28,2550,Transit,18.202,,0,89.87,,,,0.104,1.168,,
TYC 1422-614-1,759,154.277798,19.558472,,6.85,1.15,1.35,4806,Radial Velocity,198.4,0.69,0.06,,2.5,,794.5,,,,
TYC 1422-614-1,759,154.277798,19.558472,,6.85,1.15,1.35,4806,Radial Velocity,559.3,1.37,0.048,,10,,3178,,,,
TYC 3667-1280-1,481,12.887344,58.426167,,6.26,1.87,1.38,5130,Radial Velocity,26.468,0.21,0.036,,5.4,,1716.282,,,,1350
TrES-1,150,286.041062,36.632629,K0 V,0.81,0.88,-0.359,5230,Transit,3.030065,0.03925,,90,0.752,238.998,,1.067,11.96,0.769,1140
TrES-2,213,286.808473,49.316402,G0 V,1,0.98,,5850,Transit,2.47061317,0.0367,,83.872,1.197,380.44251,,1.247,13.978,0.8,1470
TrES-3,228,268.029265,37.546154,G4 V,0.83,0.93,-0.204,5650,Transit,1.30618581,0.02282,0,81.85,1.91,607.03,,1.336,14.975,0.994,
TrES-4,492,268.304354,37.211849,F8 V,1.81,1.45,,6295,Transit,3.55392771,0.0516,0.016,83.07,0.494,157.00802,,1.838,20.602,0.099,1795
TrES-5,360,305.221841,59.448788,,0.87,0.9,,5171,Transit,1.48224686,0.02459,,84.27,1.79,568.9157,,1.194,13.384,1.31,1480
USco CTIO 108,,241.47532,-18.312332,M7,,0.06,-1.95,2700,Imaging,,670,,,14,4449.62,,,,,
UZ For,,53.869338,-25.739395,,,0.7,,,Eclipse Timing Variations,5840,5.9,0.04,,6.3,2002.2,,,,,
UZ For,,53.869338,-25.739395,,,0.7,,,Eclipse Timing Variations,1916.25,2.8,0.05,,7.7,2447.2,,,,,
V830 Tau,150,68.291803,24.56205,,2,1,,4250,Radial Velocity,4.927,0.057,,55,0.7,222.481,181.1631,,,,
VHS J125601.92-125723.9,12.7,194.008964,-12.956031,M7.5,,0.07,-3.14,2620,Imaging,,102,,,11.2,3559.696,,,,,
WASP-1,408,5.166978,31.98999,F7 V,1.47,1.24,0.441,,Transit,2.5199454,0.03889,0,90,0.854,271.415,,1.483,16.623,0.348,
WASP-10,90,348.992912,31.462852,,0.7,0.75,,4675,Transit,3.0927616,0.03781,,88.49,3.15,1001.12,,1.08,12.106,4.14,1370
WASP-100,,68.959728,-64.027039,F2,,1.57,,6900,Transit,2.849375,0.0457,0,82.6,2.03,645.17,,1.69,18.94,0.53,2190
WASP-101,,98.351102,-23.48621,F6,1.29,1.34,,6400,Transit,3.585722,0.0506,0,85,0.5,158.91,,1.41,15.8,0.24,1560
WASP-103,470,249.314868,7.183352,F8 V,1.44,1.22,0.413,6110,Transit,0.925542,0.01985,,86.3,1.49,473.547,,1.528,17.127,0.55,2508
WASP-104,143,160.602432,7.435026,G8,0.96,1.08,,5475,Transit,1.7554137,0.02918,0,83.63,1.272,404.263,,1.137,12.745,1.074,1516
WASP-106,283,166.429747,-5.079412,F9,1.39,1.19,,6055,Transit,9.289715,0.0917,0,89.49,1.925,611.797,,1.085,12.162,1.86,1140
WASP-11,121.7,47.368964,30.673594,,0.79,0.83,-0.469,4980,Transit,3.7224747,0.0435,0,88.6,0.487,154.777,,1.005,11.265,0.594,
WASP-113,360,224.872776,46.960117,G1,1.61,1.32,,5890,Transit,4.54216875,0.05885,0,86.46,0.475,150.96925,,1.409,15.793,0.228,1496
WASP-114,460,327.664437,10.463482,G0,1.43,1.29,,5940,Transit,1.5487743,0.02851,0.012,83.96,1.769,562.24127,,1.339,15.009,0.97,2043
WASP-117,,36.775432,-50.284519,F9,1.17,1.13,,6038,Transit,10.02165,0.09459,0.302,89.14,0.2755,87.5585,,1.021,11.444,0.3445,1001
WASP-118,250,19.550543,2.702824,F6,1.7,1.32,,6410,Transit,4.0460435,0.05453,0,88.7,0.514,163.36462,,1.44,16.141,0.233,1729
WASP-119,333,55.933441,-65.193855,G5,1.2,1.02,,5650,Transit,2.49979,0.0363,0.058,85,1.23,390.9309,,1.4,15.693,0.7,1600
WASP-12,,97.63664,29.672291,,1.66,1.43,0.607,6360,Transit,1.0914203,0.0234,0,83.37,1.47,467.2101,464.0318,1.9,21.297,0.266,2580
WASP-120,437,62.616051,-45.89822,F5,1.87,1.39,,6450,Transit,3.6112706,0.0514,0.057,82.54,4.85,1541.4755,,1.473,16.511,2,1880
WASP-121,270,107.600275,-39.097393,F6 V,1.46,1.35,0.519,6459,Transit,1.2749255,0.02544,0,87.6,1.183,375.99289,,1.865,20.905,0.243,2358
WASP-123,214,289.478676,-32.86113,G5,1.28,1.17,,5740,Transit,2.9776412,0.04263,0,85.74,0.899,285.72917,,1.318,14.773,0.521,1520
WASP-124,433,332.714323,-30.749672,F9,1.02,1.07,,6050,Transit,3.37265,0.0449,0.017,86.3,0.6,190.698,,1.24,13.899,0.43,1400
WASP-126,234,63.373865,-69.226807,G2,1.27,1.12,,5800,Transit,3.2888,0.0449,0.18,87.9,0.28,88.9924,,0.96,10.761,0.41,1480
WASP-127,102,160.55867,-3.835064,,1.39,1.08,,5620,Transit,4.178062,0.052,,88.7,0.18,57.2094,,1.37,15.356,0.09,1400
WASP-129,246,176.298965,-42.063927,G1,0.9,1,,5900,Transit,5.748145,0.0628,0.096,87.7,1,317.83,,0.93,10.424,1.6,1100
WASP-13,155,140.102976,33.882439,,1.56,1.09,,5826,Transit,4.353011,0.05362,0,85.19,0.477,151.599,,1.389,15.569,0.222,
WASP-130,180,203.105988,-42.475273,G6,0.96,1.04,,5625,Transit,11.55098,0.1012,0,88.66,1.23,390.9309,,0.89,9.976,2.34,833
WASP-131,250,210.193542,-30.583567,G0,1.53,1.06,,6030,Transit,5.322023,0.0607,0,85,0.27,85.8141,,1.22,13.675,0.2,1460
WASP-132,120,217.609131,-46.15918,K4,0.74,0.8,,4775,Transit,7.133521,0.067,0,89.6,0.41,130.3103,,0.87,9.752,0.84,763
WASP-133,547,314.575373,-35.796555,G4,1.44,1.16,,5700,Transit,2.176423,0.0345,0.17,87,1.16,368.6828,,1.21,13.563,0.88,1790
WASP-135,300,267.284974,29.879107,G5 V,0.96,0.98,,5675,Transit,1.4013794,0.0243,0,82,1.9,603.877,,1.3,14.572,1.16,
WASP-136,164,0.32575,-8.926325,,2.21,1.41,,6260,Transit,5.215357,0.0661,,84.7,1.51,479.9233,,1.38,15.468,0.773,1742
WASP-138,308,41.639084,-0.463922,,1.36,1.22,,6272,Transit,3.634433,0.0494,,88.5,1.22,387.7526,,1.09,12.218,1.2,1590
WASP-139,230,49.562229,-41.302147,K0,0.8,0.92,,5310,Transit,5.924262,0.062,0,88.9,0.117,37.18611,,0.8,8.967,0.31,910
WASP-14,160,218.276477,21.894714,,1.31,1.21,,6475,Transit,2.243752,0.036,0.091,84.32,7.341,2333,,1.281,14.36,4.656,
WASP-140,180,60.38562,-20.451092,K0,0.87,0.9,,5260,Transit,2.2359835,0.0323,0.047,83.3,2.44,775.5052,,1.44,16.141,1.1,1320
WASP-141,570,71.824409,-17.115154,F9,1.37,1.25,,5900,Transit,3.310651,0.0469,0,87.6,2.69,854.9627,,1.21,13.563,1.98,1540
WASP-142,840,140.506393,-23.946169,F8,1.64,1.33,,6010,Transit,2.052868,0.0347,0,80.2,0.84,266.9772,,1.53,17.15,0.31,2000
WASP-15,,208.927939,-32.159607,,1.48,1.18,0.49,6300,Transit,3.7520656,0.0499,0,85.5,0.542,172,,1.428,16.01,0.247,
WASP-157,,201.655192,-8.31756,G2 V,1.13,1.26,,5838,Transit,3.9516205,0.0529,0,84.93,0.574,182.43442,,1.065,11.938,0.64,1339
WASP-16,,214.683032,-20.275484,,0.95,1.02,,5700,Transit,3.1186009,0.0421,0,85.22,0.855,272,,1.008,11.3,1.104,
WASP-17,400,239.962306,-28.061733,,1.57,1.31,,6650,Transit,3.735438,0.0515,0.028,86.83,0.486,154.46538,,1.991,22.317,0.0817,1771
WASP-18,105.49,24.354311,-45.677887,F6 IV/V,1.23,1.28,,6400,Transit,0.94145299,0.02026,0.0092,86,10.43,3314.83,,1.165,13.059,8.78,
WASP-19,250,148.417002,-45.659191,G8 V,1,0.9,,5568,Transit,0.78883899,0.01634,0.002,78.78,1.069,339.76027,,1.392,15.603,0.492,2520
WASP-2,166,307.725542,6.429536,K1 V,0.84,0.89,-0.328,5200,Transit,2.152226,0.03138,,84.81,0.915,290.802,,1.071,12.005,0.92,1304
WASP-20,210,5.160559,-23.935728,F9,1.39,1.2,,5940,Transit,4.8996284,0.06,0,85.56,0.311,98.841,,1.462,16.388,0.132,1379
WASP-21,242,347.492721,18.396086,G3 V,1.14,0.89,,5800,Transit,4.322482,0.052,0,88.75,0.3,95.345,,1.07,11.99,0.32,
WASP-22,300,52.818043,-23.819702,G1 V,1.25,1.25,,6153,Transit,3.53273064,0.0489,,88.6,0.617,196.10111,,1.199,13.44,0.444,1502
WASP-23,,101.127587,-42.761826,,0.77,0.78,,5150,Transit,2.9444256,0.0376,0.062,88.39,0.884,280.95,,0.962,10.783,,
WASP-24,,227.215586,2.343304,,1.33,1.18,,6075,Transit,2.34121242,0.03651,0,83.64,1.071,340.382,,1.3,14.571,0.648,
WASP-25,,195.359879,-27.5222,,0.92,1,,5703,Transit,3.764825,0.0473,0,88,0.58,184.334,,1.22,13.675,0.422,
WASP-26,250,4.602897,-15.267305,,1.3,1.11,,5939,Transit,2.7566004,0.03985,0,82.91,1.028,326.715,,1.281,14.359,0.649,
WASP-28,410,353.616152,-1.580064,F8,1.09,1.02,,6150,Transit,3.40883,0.04469,0,88.61,0.907,288.26,,1.213,13.597,0.676,1468
WASP-29,70,357.879538,-39.906719,,0.81,0.82,,4800,Transit,3.922727,0.0457,0.03,88.8,0.244,77.547,,0.792,8.878,0.65,
WASP-3,220,278.631793,35.661533,,1.36,1.23,,6400,Transit,1.8468355,0.0315,0.003,84.06,1.98,629.3034,,1.4,15.693,0.95,
WASP-31,360,169.439021,-19.054773,,1.25,1.16,,6302,Transit,3.4059096,0.04659,0,84.41,0.478,151.916,,1.549,17.363,0.172,
WASP-32,,3.961682,1.200451,,1.11,1.1,,6100,Transit,2.718659,0.0394,0.018,85.3,3.6,1144.14,,1.18,13.227,2.926,
WASP-33,116.14,36.712746,37.550484,A5,1.44,1.5,,7430,Transit,1.2198669,0.02555,,87.67,4.1,1303,,1.497,16.78,,
WASP-34,120,165.399561,-23.860636,,0.93,1.01,,5700,Transit,4.3176782,0.0524,0.038,85.2,0.59,187.51,,1.22,13.675,0.45,1250
WASP-35,,76.081782,-6.229821,,1.09,1.07,,5990,Transit,3.161575,0.04317,0,87.96,0.72,228.828,,1.32,14.796,0.426,
WASP-36,450,131.580405,-8.026946,,0.98,1.08,,5959,Transit,1.53736596,0.02677,,83.15,2.361,750.39663,,1.327,14.874,1.26,1733
WASP-37,343,221.943987,1.064966,,1,0.93,-0.021,5800,Transit,3.577469,0.0446,0,88.82,1.8,572.07,,1.16,13.002,1.53,
WASP-38,110,243.959845,10.032566,,1.33,1.2,,6150,Transit,6.871815,0.07522,0.0314,88.69,2.691,855.245,,1.094,12.263,2.74,
WASP-39,230,217.326702,-3.444534,,0.9,0.93,,5400,Transit,4.055259,0.0486,0,87.83,0.28,88.989,,1.27,14.235,0.186,
WASP-4,300,353.562841,-42.061428,G7 V,0.92,0.89,-0.166,5436,Transit,1.33823251,,0,86.85,1.216,386.48128,,1.33,14.908,,1664
WASP-41,180,190.618736,-30.63987,,0.87,0.93,,5545,Transit,3.052404,0.04,0.026,89.4,0.94,298.7602,,1.18,13.227,0.74,1244
WASP-41,180,190.618736,-30.63987,,0.87,0.93,,5545,Radial Velocity,421,1.07,0.294,,3.18,,1010.6994,,,,241
WASP-42,160,192.981545,-42.073608,,0.89,0.95,,5315,Transit,4.9816819,0.0561,,88,0.527,167.49641,,1.122,12.576,0.464,1021
WASP-43,80,154.908372,-9.806276,,0.6,0.58,,4400,Transit,0.813475,0.0142,0,82.6,1.78,565.714,,0.93,10.424,2.939,
